"id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","prediction_prob","prediction_class"
14632,"Aguaribay","12/12/2011 12:47","Medio (4 - 8 mts)",125,"Grande",-68.8791596727,-32.8658425066,8,"Aeroparque",2203364.73622,0,0.00603821594268084,0
14635,"Aguaribay","12/12/2011 12:41","Medio (4 - 8 mts)",120,"Grande",-68.8791033415,-32.8656227866,8,"Aeroparque",2203364.73622,0,0.836032406426966,1
14636,"Aguaribay","12/12/2011 12:39","Medio (4 - 8 mts)",70,"Grande",-68.8791711598,-32.8655704717,8,"Aeroparque",2203364.73622,0,0.640317429322749,1
14638,"Acacia SP","12/12/2011 12:37","Medio (4 - 8 mts)",40,"Mediano",-68.8793491446,-32.8655346568,8,"Aeroparque",2203364.73622,0,0.181013607652858,0
14643,"Aguaribay","12/12/2011 12:27","Bajo (2 - 4 mts)",15,"Chico",-68.8797616695,-32.8654532106,8,"Aeroparque",2203364.73622,0,0.101403612876311,0
14646,"Acer","12/12/2011 12:25","Medio (4 - 8 mts)",50,"Mediano",-68.8798964944,-32.8654292721,8,"Aeroparque",2203364.73622,0,0.363944210577756,0
14652,"Aguaribay","15/12/2011 17:54","Muy bajo (1 - 2 mts)",8,"Chico",-68.882451648,-32.8675343574,8,"Aeroparque",2203364.73622,0,0.303988405503333,0
14653,"Aguaribay","15/12/2011 17:51","Bajo (2 - 4 mts)",22,"Mediano",-68.8824751656,-32.8674284465,8,"Aeroparque",2203364.73622,0,0.0863741235807538,0
14655,"Aguaribay","15/12/2011 17:47","Bajo (2 - 4 mts)",20,"Chico",-68.882497716,-32.8673161976,8,"Aeroparque",2203364.73622,0,0.82007877714932,1
14661,"Aguaribay","15/12/2011 17:36","Bajo (2 - 4 mts)",100,"Grande",-68.8822620426,-32.8672002695,8,"Aeroparque",2203364.73622,0,0.392750141210854,0
14664,"Jacarand","15/12/2011 17:30","Muy bajo (1 - 2 mts)",4,"Chico",-68.8821057488,-32.8672294392,8,"Aeroparque",2203364.73622,0,0.772119603119791,1
14665,"Aguaribay","15/12/2011 17:28","Bajo (2 - 4 mts)",64,"Grande",-68.8820527984,-32.8672398111,8,"Aeroparque",2203364.73622,0,0.37020322564058,0
14670,"Aguaribay","15/12/2011 17:12","Medio (4 - 8 mts)",160,"Grande",-68.8817654834,-32.8672944107,8,"Aeroparque",2203364.73622,0,0.903194173006341,1
14678,"Aguaribay","14/12/2011 17:26","Muy bajo (1 - 2 mts)",7,"Chico",-68.8812614649,-32.867398475,8,"Aeroparque",2203364.73622,0,0.19639478973113,0
14707,"Aguaribay","06/12/2011 08:11","Muy bajo (1 - 2 mts)",15,"Chico",-68.8774453693,-32.8698408133,8,"Aeroparque",2203364.73622,0,0.125354077434167,0
14720,"Paraiso sombrilla","30/11/2011 18:14","Bajo (2 - 4 mts)",90,"Grande",-68.8775470981,-32.8697667485,8,"Aeroparque",2203364.73622,0,0.71786435181275,1
14721,"Morera","30/11/2011 18:12","Bajo (2 - 4 mts)",22,"Mediano",-68.8775396977,-32.8697380439,8,"Aeroparque",2203364.73622,0,0.291900561889634,0
14730,"Aguaribay","05/12/2011 12:14","Muy bajo (1 - 2 mts)",15,"Chico",-68.8784861135,-32.8697159429,8,"Aeroparque",2203364.73622,0,0.954022015444934,1
14737,"Prunas","05/12/2011 12:06","Muy bajo (1 - 2 mts)",10,"Chico",-68.8789524244,-32.869880105,8,"Aeroparque",2203364.73622,0,0.593306672060862,1
14747,"Aguaribay","05/12/2011 11:16","Medio (4 - 8 mts)",70,"Grande",-68.8784147673,-32.8686489844,8,"Aeroparque",2203364.73622,0,0.198327952763066,0
14760,"Fresno europeo","05/12/2011 11:04","Bajo (2 - 4 mts)",18,"Chico",-68.8783339545,-32.8691786183,8,"Aeroparque",2203364.73622,0,0.387290716171265,0
14766,"Paraiso sombrilla","06/12/2011 17:04","Bajo (2 - 4 mts)",44,"Mediano",-68.8792920814,-32.8692643302,8,"Aeroparque",2203364.73622,0,0.972519518341869,1
14771,"Aguaribay","06/12/2011 16:55","Bajo (2 - 4 mts)",22,"Mediano",-68.8792250275,-32.868994252,8,"Aeroparque",2203364.73622,0,0.554563330253586,1
14774,"Paraiso","06/12/2011 13:21","Bajo (2 - 4 mts)",38,"Mediano",-68.8791979603,-32.8688969068,8,"Aeroparque",2203364.73622,0,0.335576386656612,0
14781,"Paraiso sombrilla","06/12/2011 13:02","Muy bajo (1 - 2 mts)",18,"Chico",-68.8791133407,-32.8685878709,8,"Aeroparque",2203364.73622,0,0.659741470823064,1
14814,"Morera","07/12/2011 10:35","Bajo (2 - 4 mts)",20,"Chico",-68.8777168581,-32.8687859127,8,"Aeroparque",2203364.73622,0,0.452501993859187,0
14825,"Liquidambar","07/12/2011 10:20","Muy bajo (1 - 2 mts)",12,"Chico",-68.8781723744,-32.8690273487,8,"Aeroparque",2203364.73622,0,0.109455407597125,0
14832,"Morera","07/12/2011 10:12","Bajo (2 - 4 mts)",50,"Mediano",-68.8782769259,-32.86940746,8,"Aeroparque",2203364.73622,0,0.508376439800486,1
14834,"Morera","07/12/2011 10:09","Bajo (2 - 4 mts)",46,"Mediano",-68.8782924929,-32.8694799497,8,"Aeroparque",2203364.73622,0,0.485631630057469,0
14856,"Paraiso","19/12/2011 07:45","Bajo (2 - 4 mts)",35,"Mediano",-68.880894312,-32.8739852948,8,"Aeroparque",2203364.73622,0,0.866001533111557,1
14867,"Paraiso sombrilla","16/12/2011 12:05","Medio (4 - 8 mts)",96,"Grande",-68.8804046369,-32.8738172937,8,"Aeroparque",2203364.73622,0,0.123139126691967,0
14906,"Paraiso sombrilla","19/12/2011 09:05","Bajo (2 - 4 mts)",55,"Mediano",-68.8810501381,-32.8737105453,8,"Aeroparque",2203364.73622,0,0.285933074774221,0
14914,"Paraiso","19/12/2011 08:48","Medio (4 - 8 mts)",92,"Grande",-68.8804234836,-32.8734926323,8,"Aeroparque",2203364.73622,0,0.20607851841487,0
14935,"Paraiso sombrilla","20/12/2011 10:10","Bajo (2 - 4 mts)",80,"Grande",-68.88015562,-32.8735887301,8,"Aeroparque",2203364.73622,0,0.921977420104668,1
14954,"Paraiso","19/12/2011 09:33","Bajo (2 - 4 mts)",36,"Mediano",-68.8808582766,-32.8723355563,8,"Aeroparque",2203364.73622,0,0.223689772188663,0
14962,"Caducifolio","19/12/2011 09:04","Muy bajo (1 - 2 mts)",36,"Mediano",-68.8813356422,-32.872295276,8,"Aeroparque",2203364.73622,0,0.186928633134812,0
14971,"Conifera","21/12/2011 16:40","Alto (> 8 mts)",30,"Mediano",-68.8807216602,-32.8717618851,8,"Aeroparque",2203364.73622,0,0.773108839290217,1
14976,"Paraiso","21/12/2011 16:23","Bajo (2 - 4 mts)",60,"Mediano",-68.880672676,-32.8715596361,8,"Aeroparque",2203364.73622,0,0.515873518772423,1
15007,"Aguaribay","19/12/2011 18:07","Bajo (2 - 4 mts)",90,"Grande",-68.8805570769,-32.8716189384,8,"Aeroparque",2203364.73622,0,0.466784176882356,0
15018,"Morera","19/12/2011 17:17","Bajo (2 - 4 mts)",18,"Chico",-68.8806879794,-32.8721179034,8,"Aeroparque",2203364.73622,0,0.203267470933497,0
15024,"Acacia SP","19/12/2011 10:16","Bajo (2 - 4 mts)",60,"Mediano",-68.8806180776,-32.8725768669,8,"Aeroparque",2203364.73622,0,0.14567305915989,0
15027,"Acer","19/12/2011 10:10","Muy bajo (1 - 2 mts)",10,"Chico",-68.8803867401,-32.8726172718,8,"Aeroparque",2203364.73622,0,0.0984224511776119,0
15041,"Paraiso sombrilla","22/12/2011 17:11","Medio (4 - 8 mts)",95,"Grande",-68.8813077375,-32.8715938527,8,"Aeroparque",2203364.73622,0,0.152021994348615,0
15053,"Paraiso sombrilla","21/12/2011 16:29","Bajo (2 - 4 mts)",22,"Mediano",-68.881903516,-32.8720760334,8,"Aeroparque",2203364.73622,0,0.303929806454107,0
15068,"Fresno europeo","17/11/2011 12:34","Bajo (2 - 4 mts)",28,"Mediano",-68.8582428362,-32.8696878464,6,"Residencial Norte",2694682.37982,0,0.468000698368996,0
15074,"Acacia SP","17/11/2011 12:12","Muy bajo (1 - 2 mts)",4,"Chico",-68.8590401764,-32.8697321189,6,"Residencial Norte",2694682.37982,0,0.885783722624183,1
15076,"Acacia SP","17/11/2011 12:08","Muy bajo (1 - 2 mts)",1,"Chico",-68.8590208842,-32.8696076606,6,"Residencial Norte",2694682.37982,0,0.746812435332686,1
15082,"Morera","17/11/2011 09:53","Alto (> 8 mts)",100,"Grande",-68.8589523715,-32.8691766842,6,"Residencial Norte",2694682.37982,0,0.776153550483286,1
15089,"Acacia SP","16/11/2011 12:54","Muy bajo (1 - 2 mts)",2,"Chico",-68.85888161,-32.868795128,6,"Residencial Norte",2694682.37982,0,0.980618519475684,1
15121,"Fresno americano","18/11/2011 08:58","Bajo (2 - 4 mts)",45,"Mediano",-68.8590780175,-32.8692230439,6,"Residencial Norte",2694682.37982,0,0.412888165097684,0
15131,"Acacia SP","18/11/2011 08:47","Muy bajo (1 - 2 mts)",5,"Chico",-68.8591449036,-32.8696553205,6,"Residencial Norte",2694682.37982,0,0.713985588401556,1
15138,"Paraiso","21/11/2011 12:57","Bajo (2 - 4 mts)",22,"Mediano",-68.8598146615,-32.8696147446,6,"Residencial Norte",2694682.37982,0,0.575796545017511,1
15156,"Paraiso","21/11/2011 12:41","Bajo (2 - 4 mts)",30,"Mediano",-68.8594304755,-32.8686536117,6,"Residencial Norte",2694682.37982,0,0.750021482352167,1
15188,"Paraiso","17/11/2011 13:32","Bajo (2 - 4 mts)",60,"Mediano",-68.860109819,-32.8689448092,6,"Residencial Norte",2694682.37982,0,0.590583491837606,1
15191,"Paraiso","17/11/2011 13:28","Medio (4 - 8 mts)",90,"Grande",-68.8600756059,-32.8687573293,6,"Residencial Norte",2694682.37982,0,0.556702658068389,1
15192,"Paraiso","17/11/2011 13:26","Bajo (2 - 4 mts)",37,"Mediano",-68.8600704524,-32.8687051235,6,"Residencial Norte",2694682.37982,0,0.330978348851204,0
15200,"Paraiso","16/11/2011 13:12","Bajo (2 - 4 mts)",42,"Mediano",-68.8598589635,-32.8690873019,6,"Residencial Norte",2694682.37982,0,0.961377606727183,1
15214,"Paraiso","16/11/2011 12:54","Bajo (2 - 4 mts)",38,"Mediano",-68.8606038821,-32.8695076215,6,"Residencial Norte",2694682.37982,0,0.6749626272358,1
15217,"Paraiso","16/11/2011 12:50","Bajo (2 - 4 mts)",36,"Mediano",-68.8605660501,-32.8692872322,6,"Residencial Norte",2694682.37982,0,0.492607350228354,0
15224,"lamo blanco","16/11/2011 12:42","Alto (> 8 mts)",40,"Mediano",-68.8604854365,-32.8687782185,6,"Residencial Norte",2694682.37982,0,0.0846335177775472,0
15239,"Acer","16/11/2011 12:25","Bajo (2 - 4 mts)",22,"Mediano",-68.8603020212,-32.8693179135,6,"Residencial Norte",2694682.37982,0,0.692000053590164,1
15241,"Fresno europeo","16/11/2011 12:22","Muy bajo (1 - 2 mts)",12,"Chico",-68.8603188966,-32.8694134381,6,"Residencial Norte",2694682.37982,0,0.204968027770519,0
15250,"Acacia SP","18/11/2011 17:07","Muy bajo (1 - 2 mts)",3,"Chico",-68.8589497935,-32.8710074641,6,"Residencial Norte",2694682.37982,1,0.780114737106487,1
15252,"Acacia SP","18/11/2011 17:05","Muy bajo (1 - 2 mts)",5,"Chico",-68.859092467,-32.8709893205,6,"Residencial Norte",2694682.37982,0,0.873713833279908,1
15279,"Acacia SP","18/11/2011 12:22","Medio (4 - 8 mts)",100,"Grande",-68.8598954474,-32.8709049843,6,"Residencial Norte",2694682.37982,0,0.480900547234342,0
15281,"Paraiso","18/11/2011 12:17","Bajo (2 - 4 mts)",28,"Mediano",-68.8600432567,-32.8708461239,6,"Residencial Norte",2694682.37982,0,0.281846784986556,0
15282,"Paraiso","18/11/2011 12:16","Bajo (2 - 4 mts)",30,"Mediano",-68.8600341647,-32.8708033942,6,"Residencial Norte",2694682.37982,0,0.0918695065192878,0
15294,"Paraiso","18/11/2011 11:43","Bajo (2 - 4 mts)",30,"Mediano",-68.8599176772,-32.8700748262,6,"Residencial Norte",2694682.37982,0,0.427540875272825,0
15305,"Acer","17/11/2011 13:13","Medio (4 - 8 mts)",88,"Grande",-68.8592016608,-32.8699545901,6,"Residencial Norte",2694682.37982,0,0.899571837158874,1
15321,"Acacia SP","16/11/2011 12:30","Alto (> 8 mts)",95,"Grande",-68.860208398,-32.8708600973,7,"Residencial Parque",1786336.08966,0,0.270182875683531,0
15332,"Paraiso","16/11/2011 13:15","Alto (> 8 mts)",130,"Grande",-68.860316933,-32.8701703581,6,"Residencial Norte",2694682.37982,0,0.702541717560962,1
15344,"Paraiso","16/11/2011 12:56","Alto (> 8 mts)",150,"Grande",-68.8600427395,-32.8701769135,6,"Residencial Norte",2694682.37982,0,0.663708930835128,1
15346,"Paraiso","16/11/2011 12:54","Medio (4 - 8 mts)",125,"Grande",-68.8600557615,-32.8702719334,6,"Residencial Norte",2694682.37982,1,0.252544804709032,0
15358,"Paraiso","16/11/2011 12:32","Bajo (2 - 4 mts)",40,"Mediano",-68.8601255404,-32.8706980071,6,"Residencial Norte",2694682.37982,0,0.388216647785157,0
15364,"Fresno europeo","16/11/2011 12:24","Muy bajo (1 - 2 mts)",16,"Chico",-68.8608018349,-32.8706918112,7,"Residencial Parque",1786336.08966,0,0.0864944306667894,0
15367,"Paraiso","16/11/2011 12:19","Medio (4 - 8 mts)",110,"Grande",-68.8607476383,-32.870370074,7,"Residencial Parque",1786336.08966,0,0.440333761274815,0
15382,"Paraiso","15/11/2011 13:45","Bajo (2 - 4 mts)",33,"Mediano",-68.860390532,-32.8698954144,6,"Residencial Norte",2694682.37982,0,0.684906287584454,1
15385,"Paraiso","15/11/2011 13:02","Medio (4 - 8 mts)",40,"Mediano",-68.8604692339,-32.8703127073,7,"Residencial Parque",1786336.08966,0,0.291377722518519,0
15386,"Aguaribay","15/11/2011 12:46","Medio (4 - 8 mts)",95,"Grande",-68.8604762604,-32.8703576853,7,"Residencial Parque",1786336.08966,0,0.276057127630338,0
15390,"Paraiso","15/11/2011 12:14","Muy bajo (1 - 2 mts)",15,"Chico",-68.8605070316,-32.8705626063,7,"Residencial Parque",1786336.08966,0,0.83375885267742,1
15396,"Acacia SP","16/11/2011 12:19","Medio (4 - 8 mts)",118,"Grande",-68.8609685478,-32.8707749219,7,"Residencial Parque",1786336.08966,0,0.0159749106969684,0
15401,"Conifera","15/11/2011 13:07","Alto (> 8 mts)",70,"Grande",-68.8607639068,-32.8697536017,7,"Residencial Parque",1786336.08966,0,0.886654702713713,1
15404,"Eucalyptus","15/11/2011 13:02","Alto (> 8 mts)",250,"Grande",-68.8610591037,-32.8697392674,7,"Residencial Parque",1786336.08966,0,0.147717868676409,0
15410,"Tipa","17/11/2011 12:44","Medio (4 - 8 mts)",110,"Grande",-68.859288736,-32.8721735365,6,"Residencial Norte",2694682.37982,0,0.819939261302352,1
15423,"Paraiso","17/11/2011 13:12","Bajo (2 - 4 mts)",68,"Grande",-68.8585553151,-32.8713988951,6,"Residencial Norte",2694682.37982,0,0.670640389202163,1
15424,"Paraiso","17/11/2011 13:11","Bajo (2 - 4 mts)",65,"Grande",-68.8585750985,-32.8715032173,6,"Residencial Norte",2694682.37982,0,0.769643387757242,1
15426,"Paraiso","17/11/2011 13:06","Bajo (2 - 4 mts)",70,"Grande",-68.8586280267,-32.8718111057,6,"Residencial Norte",2694682.37982,0,0.644419602816924,1
15432,"Fresno europeo","18/11/2011 14:24","Alto (> 8 mts)",55,"Mediano",-68.8594754874,-32.8717104992,6,"Residencial Norte",2694682.37982,0,0.505058805458248,1
15434,"Fresno americano","18/11/2011 14:21","Medio (4 - 8 mts)",68,"Grande",-68.8594668242,-32.8716554671,6,"Residencial Norte",2694682.37982,0,0.341896458296105,0
15436,"Perenne","18/11/2011 14:17","Bajo (2 - 4 mts)",120,"Grande",-68.8594380981,-32.8714633,6,"Residencial Norte",2694682.37982,0,0.00830603344365954,0
15439,"Fresno americano","18/11/2011 12:24","Bajo (2 - 4 mts)",30,"Mediano",-68.8594064831,-32.8712277338,6,"Residencial Norte",2694682.37982,0,0.826179951895028,1
15443,"Acacia SP","18/11/2011 12:12","Medio (4 - 8 mts)",70,"Grande",-68.8595004345,-32.8710482091,6,"Residencial Norte",2694682.37982,0,0.963830995140597,1
15448,"Paraiso","18/11/2011 12:00","Bajo (2 - 4 mts)",18,"Chico",-68.8597118701,-32.8714379721,6,"Residencial Norte",2694682.37982,0,0.279053751379251,0
15454,"Fresno europeo","22/11/2011 13:21","Muy bajo (1 - 2 mts)",18,"Chico",-68.859886405,-32.8717845338,7,"Residencial Parque",1786336.08966,0,0.271550092147663,0
15460,"Paraiso","22/11/2011 07:05","Bajo (2 - 4 mts)",30,"Mediano",-68.8598412874,-32.8714774509,6,"Residencial Norte",2694682.37982,0,0.112464942969382,0
15470,"Acacia SP","21/11/2011 13:30","Medio (4 - 8 mts)",120,"Grande",-68.8599729023,-32.8709950881,6,"Residencial Norte",2694682.37982,0,0.737686000997201,1
15483,"Paraiso","21/11/2011 13:05","Bajo (2 - 4 mts)",28,"Mediano",-68.8601668212,-32.8717514534,7,"Residencial Parque",1786336.08966,0,0.00554197351448238,0
15497,"Paraiso","22/11/2011 12:08","Muy bajo (1 - 2 mts)",12,"Chico",-68.8602669937,-32.8715711038,7,"Residencial Parque",1786336.08966,0,0.218235065462068,0
15522,"Morera","21/11/2011 13:06","Muy bajo (1 - 2 mts)",18,"Chico",-68.8605655889,-32.8717303462,7,"Residencial Parque",1786336.08966,0,0.709148151800036,1
15532,"Fresno americano","18/11/2011 17:45","Bajo (2 - 4 mts)",28,"Mediano",-68.8606269665,-32.871321708,7,"Residencial Parque",1786336.08966,0,0.491877374704927,0
15554,"Paraiso","17/11/2011 16:48","Bajo (2 - 4 mts)",24,"Mediano",-68.8611856254,-32.8719368863,7,"Residencial Parque",1786336.08966,0,0.175020819762722,0
15558,"Paraiso","17/11/2011 16:40","Bajo (2 - 4 mts)",40,"Mediano",-68.8611034778,-32.8718302716,7,"Residencial Parque",1786336.08966,0,0.565746462438256,1
15561,"Fresno europeo","17/11/2011 16:37","Muy bajo (1 - 2 mts)",6,"Chico",-68.8610747076,-32.8716771076,7,"Residencial Parque",1786336.08966,0,0.762609680881724,1
15568,"Paraiso","17/11/2011 16:24","Muy bajo (1 - 2 mts)",12,"Chico",-68.8610157383,-32.8712692454,7,"Residencial Parque",1786336.08966,0,0.0927832338493317,0
15575,"Acacia SP","16/11/2011 16:48","Medio (4 - 8 mts)",120,"Grande",-68.8611601105,-32.8708598046,7,"Residencial Parque",1786336.08966,0,0.111430105054751,0
15576,"Paraiso sombrilla","16/11/2011 16:46","Bajo (2 - 4 mts)",70,"Grande",-68.8612269592,-32.8708829974,7,"Residencial Parque",1786336.08966,0,0.0585279541555792,0
15619,"Paraiso","17/11/2011 16:11","Bajo (2 - 4 mts)",50,"Mediano",-68.8617889384,-32.8718320642,7,"Residencial Parque",1786336.08966,0,0.829452673438936,1
15621,"lamo blanco","15/11/2011 19:23","Muy bajo (1 - 2 mts)",4,"Chico",-68.8621352045,-32.8718533232,7,"Residencial Parque",1786336.08966,0,0.927673696773127,1
15622,"Acacia SP","15/11/2011 19:21","Muy bajo (1 - 2 mts)",30,"Mediano",-68.8620595151,-32.8718597446,7,"Residencial Parque",1786336.08966,0,0.295304230647162,0
15627,"Tipa","15/11/2011 19:11","Muy bajo (1 - 2 mts)",16,"Chico",-68.8618844466,-32.8716987775,7,"Residencial Parque",1786336.08966,0,0.726948135066777,1
15629,"Acacia SP","15/11/2011 19:07","Bajo (2 - 4 mts)",13,"Chico",-68.8618600774,-32.8715607823,7,"Residencial Parque",1786336.08966,0,0.947582301916555,1
15640,"Acacia SP","15/11/2011 18:48","Alto (> 8 mts)",124,"Grande",-68.8618930649,-32.8707816014,7,"Residencial Parque",1786336.08966,0,0.45643925992772,0
15650,"Tipa","15/11/2011 17:52","Muy bajo (1 - 2 mts)",12,"Chico",-68.8620956,-32.8712874483,7,"Residencial Parque",1786336.08966,0,0.914868274703622,1
15652,"Morera","15/11/2011 17:25","Muy bajo (1 - 2 mts)",11,"Chico",-68.8621183534,-32.8714360753,7,"Residencial Parque",1786336.08966,0,0.649475261103362,1
15684,"Aguaribay","15/11/2011 17:02","Bajo (2 - 4 mts)",140,"Grande",-68.8623247379,-32.8717572743,7,"Residencial Parque",1786336.08966,1,0.72813560324721,1
15692,"Aguaribay","15/11/2011 16:44","Muy bajo (1 - 2 mts)",22,"Mediano",-68.8622340517,-32.871212633,7,"Residencial Parque",1786336.08966,0,0.962818936444819,1
15707,"Paraiso","18/11/2011 08:20","Bajo (2 - 4 mts)",23,"Mediano",-68.8606100376,-32.8687864781,6,"Residencial Norte",2694682.37982,0,0.763039902085438,1
15713,"Paraiso","15/11/2011 12:06","Medio (4 - 8 mts)",85,"Grande",-68.8609170056,-32.8688852496,6,"Residencial Norte",2694682.37982,0,0.0773372629191726,0
15723,"Paraiso","15/11/2011 13:15","Muy bajo (1 - 2 mts)",8,"Chico",-68.8610022353,-32.8694505492,7,"Residencial Parque",1786336.08966,0,0.89262877847068,1
15734,"Acer","22/11/2011 12:42","Bajo (2 - 4 mts)",35,"Mediano",-68.8706693643,-32.8782654226,7,"Residencial Parque",1786336.08966,0,0.474987561581656,0
15740,"Morera","22/11/2011 10:11","Alto (> 8 mts)",42,"Mediano",-68.8728630045,-32.8795139735,7,"Residencial Parque",1786336.08966,0,0.329332229914144,0
15749,"Paraiso","22/11/2011 09:42","Medio (4 - 8 mts)",120,"Grande",-68.872962202,-32.879186508,7,"Residencial Parque",1786336.08966,0,0.43274635146372,0
15752,"Morera","22/11/2011 09:38","Medio (4 - 8 mts)",105,"Grande",-68.8729224971,-32.8790787152,7,"Residencial Parque",1786336.08966,0,0.00473956833593547,0
15766,"Paraiso","21/11/2011 11:32","Alto (> 8 mts)",150,"Grande",-68.8725738504,-32.8780820792,7,"Residencial Parque",1786336.08966,0,0.454971772851422,0
15776,"Fresno americano","23/11/2011 11:22","Bajo (2 - 4 mts)",60,"Mediano",-68.8726863856,-32.8778486551,7,"Residencial Parque",1786336.08966,0,0.0733490013517439,0
15778,"Prunas","23/11/2011 10:53","Bajo (2 - 4 mts)",26,"Mediano",-68.8727390388,-32.8781105164,7,"Residencial Parque",1786336.08966,0,0.0028362013399601,0
15799,"Paraiso sombrilla","22/11/2011 17:05","Bajo (2 - 4 mts)",80,"Grande",-68.8733176775,-32.8794053894,7,"Residencial Parque",1786336.08966,0,0.724942235741764,1
15801,"Fresno europeo","21/11/2011 18:06","Bajo (2 - 4 mts)",24,"Mediano",-68.8736123064,-32.879346347,7,"Residencial Parque",1786336.08966,0,0.321197288343683,0
15802,"Morera","21/11/2011 18:04","Bajo (2 - 4 mts)",28,"Mediano",-68.8736753127,-32.8793128361,7,"Residencial Parque",1786336.08966,0,0.972648145165294,1
15804,"Fresno americano","21/11/2011 17:46","Bajo (2 - 4 mts)",38,"Mediano",-68.8736090076,-32.8789420081,7,"Residencial Parque",1786336.08966,0,0.298854572232813,0
15806,"Paraiso sombrilla","21/11/2011 17:11","Bajo (2 - 4 mts)",104,"Grande",-68.8734656705,-32.8785403245,7,"Residencial Parque",1786336.08966,0,0.190269795479253,0
15812,"Acer","21/11/2011 16:42","Bajo (2 - 4 mts)",60,"Mediano",-68.8733823734,-32.8783030876,7,"Residencial Parque",1786336.08966,0,0.933619332499802,1
15826,"Jacarand","25/11/2011 11:10","Muy bajo (1 - 2 mts)",14,"Chico",-68.8714969701,-32.8766927983,7,"Residencial Parque",1786336.08966,0,0.726389524061233,1
15838,"lamo criollo","25/11/2011 11:20","Medio (4 - 8 mts)",70,"Grande",-68.8723079236,-32.8774945466,7,"Residencial Parque",1786336.08966,0,0.773039880441502,1
15842,"Paraiso","25/11/2011 11:24","Muy bajo (1 - 2 mts)",12,"Chico",-68.8725564157,-32.8774067487,7,"Residencial Parque",1786336.08966,0,0.940280753420666,1
15843,"Paraiso","25/11/2011 11:22","Bajo (2 - 4 mts)",20,"Chico",-68.8725824907,-32.8775093872,7,"Residencial Parque",1786336.08966,0,0.226758398348466,0
